"County","FIPS","Year","Race","Type","Measure Type","Variable","Value"
"Connecticut","09","2008-2010","All","Postneonatal","Number","Fetal Mortality",160
"Connecticut","09","2008-2010","All","Postneonatal","Rate","Fetal Mortality",1.4
"Connecticut","09","2008-2010","Black or African American","Fetal","Number","Fetal Mortality",152
"Connecticut","09","2008-2010","Black or African American","Infant","Number","Fetal Mortality",198
"Connecticut","09","2008-2010","Hispanic or Latino","Fetal","Number","Fetal Mortality",137
"Connecticut","09","2008-2010","Hispanic or Latino","Infant","Number","Fetal Mortality",181
"Connecticut","09","2008-2010","Other","Fetal","Number","Fetal Mortality",48
"Connecticut","09","2008-2010","Other","Infant","Number","Fetal Mortality",26
"Connecticut","09","2008-2010","White","Fetal","Number","Fetal Mortality",404
"Connecticut","09","2008-2010","White","Infant","Number","Fetal Mortality",406
"Connecticut","09","2009-2011","All","Fetal","Number","Fetal Mortality",594
"Connecticut","09","2009-2011","All","Fetal","Rate","Fetal Mortality",5.2
"Connecticut","09","2009-2011","All","Infant","Number","Fetal Mortality",606
"Connecticut","09","2009-2011","All","Infant","Rate","Fetal Mortality",5.3
"Connecticut","09","2009-2011","All","Neonatal","Number","Fetal Mortality",449
"Connecticut","09","2009-2011","All","Neonatal","Rate","Fetal Mortality",3.9
"Connecticut","09","2009-2011","All","Postneonatal","Number","Fetal Mortality",157
"Connecticut","09","2009-2011","All","Postneonatal","Rate","Fetal Mortality",1.4
"Connecticut","09","2009-2011","Black or African American","Fetal","Number","Fetal Mortality",151
"Connecticut","09","2009-2011","Black or African American","Infant","Number","Fetal Mortality",179
"Connecticut","09","2009-2011","Hispanic or Latino","Fetal","Number","Fetal Mortality",120
"Connecticut","09","2009-2011","Hispanic or Latino","Infant","Number","Fetal Mortality",173
"Connecticut","09","2009-2011","Other","Fetal","Number","Fetal Mortality",46
"Connecticut","09","2009-2011","Other","Infant","Number","Fetal Mortality",18
"Connecticut","09","2009-2011","White","Fetal","Number","Fetal Mortality",392
"Connecticut","09","2009-2011","White","Infant","Number","Fetal Mortality",383
"Connecticut","09","2010-2012","All","Fetal","Number","Fetal Mortality",589
"Connecticut","09","2010-2012","All","Fetal","Rate","Fetal Mortality",5.3
"Connecticut","09","2010-2012","All","Infant","Number","Fetal Mortality",582
"Connecticut","09","2010-2012","All","Infant","Rate","Fetal Mortality",5.2
"Connecticut","09","2010-2012","All","Neonatal","Number","Fetal Mortality",435
"Connecticut","09","2010-2012","All","Neonatal","Rate","Fetal Mortality",3.9
"Connecticut","09","2010-2012","All","Postneonatal","Number","Fetal Mortality",147
"Connecticut","09","2010-2012","All","Postneonatal","Rate","Fetal Mortality",1.3
"Connecticut","09","2010-2012","Black or African American","Fetal","Number","Fetal Mortality",150
"Connecticut","09","2010-2012","Black or African American","Infant","Number","Fetal Mortality",171
"Connecticut","09","2010-2012","Hispanic or Latino","Fetal","Number","Fetal Mortality",130
"Connecticut","09","2010-2012","Hispanic or Latino","Infant","Number","Fetal Mortality",169
"Connecticut","09","2010-2012","Other","Fetal","Number","Fetal Mortality",49
"Connecticut","09","2010-2012","Other","Infant","Number","Fetal Mortality",18
"Connecticut","09","2010-2012","White","Fetal","Number","Fetal Mortality",383
"Connecticut","09","2010-2012","White","Infant","Number","Fetal Mortality",357
"Connecticut","09","2011-2013","All","Fetal","Number","Fetal Mortality",526
"Connecticut","09","2011-2013","All","Fetal","Rate","Fetal Mortality",4.8
"Connecticut","09","2011-2013","All","Infant","Number","Fetal Mortality",555
"Connecticut","09","2011-2013","All","Infant","Rate","Fetal Mortality",5
"Connecticut","09","2011-2013","All","Neonatal","Number","Fetal Mortality",403
"Connecticut","09","2011-2013","All","Neonatal","Rate","Fetal Mortality",3.7
"Connecticut","09","2011-2013","All","Postneonatal","Number","Fetal Mortality",152
"Connecticut","09","2011-2013","All","Postneonatal","Rate","Fetal Mortality",1.4
"Connecticut","09","2011-2013","Black or African American","Fetal","Number","Fetal Mortality",134
"Connecticut","09","2011-2013","Black or African American","Infant","Number","Fetal Mortality",153
"Connecticut","09","2011-2013","Hispanic or Latino","Fetal","Number","Fetal Mortality",125
"Connecticut","09","2011-2013","Hispanic or Latino","Infant","Number","Fetal Mortality",157
"Connecticut","09","2011-2013","Other","Fetal","Number","Fetal Mortality",43
"Connecticut","09","2011-2013","Other","Infant","Number","Fetal Mortality",17
"Connecticut","09","2011-2013","White","Fetal","Number","Fetal Mortality",344
"Connecticut","09","2011-2013","White","Infant","Number","Fetal Mortality",343
"Connecticut","09","2012-2014","All","Fetal","Number","Fetal Mortality",525
"Connecticut","09","2012-2014","All","Fetal","Rate","Fetal Mortality",4.8
"Connecticut","09","2012-2014","All","Infant","Number","Fetal Mortality",543
"Connecticut","09","2012-2014","All","Infant","Rate","Fetal Mortality",5
"Connecticut","09","2012-2014","All","Neonatal","Number","Fetal Mortality",398
"Connecticut","09","2012-2014","All","Neonatal","Rate","Fetal Mortality",3.7
"Connecticut","09","2012-2014","All","Postneonatal","Number","Fetal Mortality",145
"Connecticut","09","2012-2014","All","Postneonatal","Rate","Fetal Mortality",1.3
"Connecticut","09","2012-2014","Black or African American","Fetal","Number","Fetal Mortality",124
"Connecticut","09","2012-2014","Black or African American","Infant","Number","Fetal Mortality",150
"Connecticut","09","2012-2014","Hispanic or Latino","Fetal","Number","Fetal Mortality",132
"Connecticut","09","2012-2014","Hispanic or Latino","Infant","Number","Fetal Mortality",170
"Connecticut","09","2012-2014","Other","Fetal","Number","Fetal Mortality",41
"Connecticut","09","2012-2014","Other","Infant","Number","Fetal Mortality",14
"Connecticut","09","2012-2014","White","Fetal","Number","Fetal Mortality",355
"Connecticut","09","2012-2014","White","Infant","Number","Fetal Mortality",344
"Fairfield County","09001","1999-2001","All","Fetal","Number","Fetal Mortality",185
"Fairfield County","09001","1999-2001","All","Fetal","Rate","Fetal Mortality",5
"Fairfield County","09001","1999-2001","All","Infant","Number","Fetal Mortality",181
"Fairfield County","09001","1999-2001","All","Infant","Rate","Fetal Mortality",4.9
"Fairfield County","09001","1999-2001","All","Neonatal","Number","Fetal Mortality",133
"Fairfield County","09001","1999-2001","All","Neonatal","Rate","Fetal Mortality",3.6
"Fairfield County","09001","1999-2001","All","Postneonatal","Number","Fetal Mortality",48
"Fairfield County","09001","1999-2001","All","Postneonatal","Rate","Fetal Mortality",1.3
"Fairfield County","09001","1999-2001","Black or African American","Fetal","Number","Fetal Mortality",33
"Fairfield County","09001","1999-2001","Black or African American","Infant","Number","Fetal Mortality",59
"Fairfield County","09001","1999-2001","Hispanic or Latino","Fetal","Number","Fetal Mortality",41
"Fairfield County","09001","1999-2001","Hispanic or Latino","Infant","Number","Fetal Mortality",43
"Fairfield County","09001","1999-2001","Other","Fetal","Number","Fetal Mortality",14
"Fairfield County","09001","1999-2001","Other","Infant","Number","Fetal Mortality",-9999
"Fairfield County","09001","1999-2001","White","Fetal","Number","Fetal Mortality",138
"Fairfield County","09001","1999-2001","White","Infant","Number","Fetal Mortality",105
"Fairfield County","09001","2000-2002","All","Fetal","Number","Fetal Mortality",195
"Fairfield County","09001","2000-2002","All","Fetal","Rate","Fetal Mortality",5.3
"Fairfield County","09001","2000-2002","All","Infant","Number","Fetal Mortality",202
"Fairfield County","09001","2000-2002","All","Infant","Rate","Fetal Mortality",5.5
"Fairfield County","09001","2000-2002","All","Neonatal","Number","Fetal Mortality",149
"Fairfield County","09001","2000-2002","All","Neonatal","Rate","Fetal Mortality",4.1
"Fairfield County","09001","2000-2002","All","Postneonatal","Number","Fetal Mortality",53
"Fairfield County","09001","2000-2002","All","Postneonatal","Rate","Fetal Mortality",1.4
"Fairfield County","09001","2000-2002","Black or African American","Fetal","Number","Fetal Mortality",42
"Fairfield County","09001","2000-2002","Black or African American","Infant","Number","Fetal Mortality",61
"Fairfield County","09001","2000-2002","Hispanic or Latino","Fetal","Number","Fetal Mortality",43
"Fairfield County","09001","2000-2002","Hispanic or Latino","Infant","Number","Fetal Mortality",41
"Fairfield County","09001","2000-2002","Other","Fetal","Number","Fetal Mortality",10
"Fairfield County","09001","2000-2002","Other","Infant","Number","Fetal Mortality",-9999
"Fairfield County","09001","2000-2002","White","Fetal","Number","Fetal Mortality",140
"Fairfield County","09001","2000-2002","White","Infant","Number","Fetal Mortality",115
"Fairfield County","09001","2001-2003","All","Fetal","Number","Fetal Mortality",200
"Fairfield County","09001","2001-2003","All","Fetal","Rate","Fetal Mortality",5.5
"Fairfield County","09001","2001-2003","All","Infant","Number","Fetal Mortality",198
"Fairfield County","09001","2001-2003","All","Infant","Rate","Fetal Mortality",5.5
"Fairfield County","09001","2001-2003","All","Neonatal","Number","Fetal Mortality",142
"Fairfield County","09001","2001-2003","All","Neonatal","Rate","Fetal Mortality",3.9
"Fairfield County","09001","2001-2003","All","Postneonatal","Number","Fetal Mortality",56
"Fairfield County","09001","2001-2003","All","Postneonatal","Rate","Fetal Mortality",1.5
"Fairfield County","09001","2001-2003","Black or African American","Fetal","Number","Fetal Mortality",55
"Fairfield County","09001","2001-2003","Black or African American","Infant","Number","Fetal Mortality",59
"Fairfield County","09001","2001-2003","Hispanic or Latino","Fetal","Number","Fetal Mortality",47
"Fairfield County","09001","2001-2003","Hispanic or Latino","Infant","Number","Fetal Mortality",34
"Fairfield County","09001","2001-2003","Other","Fetal","Number","Fetal Mortality",9
"Fairfield County","09001","2001-2003","Other","Infant","Number","Fetal Mortality",-9999
"Fairfield County","09001","2001-2003","White","Fetal","Number","Fetal Mortality",131
"Fairfield County","09001","2001-2003","White","Infant","Number","Fetal Mortality",113
"Fairfield County","09001","2002-2004","All","Fetal","Number","Fetal Mortality",212
"Fairfield County","09001","2002-2004","All","Fetal","Rate","Fetal Mortality",5.9
"Fairfield County","09001","2002-2004","All","Infant","Number","Fetal Mortality",173
"Fairfield County","09001","2002-2004","All","Infant","Rate","Fetal Mortality",4.8
"Fairfield County","09001","2002-2004","All","Neonatal","Number","Fetal Mortality",120
"Fairfield County","09001","2002-2004","All","Neonatal","Rate","Fetal Mortality",3.4
"Fairfield County","09001","2002-2004","All","Postneonatal","Number","Fetal Mortality",53
"Fairfield County","09001","2002-2004","All","Postneonatal","Rate","Fetal Mortality",1.5
"Fairfield County","09001","2002-2004","Black or African American","Fetal","Number","Fetal Mortality",63
"Fairfield County","09001","2002-2004","Black or African American","Infant","Number","Fetal Mortality",51
"Fairfield County","09001","2002-2004","Hispanic or Latino","Fetal","Number","Fetal Mortality",50
"Fairfield County","09001","2002-2004","Hispanic or Latino","Infant","Number","Fetal Mortality",35
"Fairfield County","09001","2002-2004","Other","Fetal","Number","Fetal Mortality",10
"Fairfield County","09001","2002-2004","Other","Infant","Number","Fetal Mortality",-9999
"Fairfield County","09001","2002-2004","White","Fetal","Number","Fetal Mortality",134
"Fairfield County","09001","2002-2004","White","Infant","Number","Fetal Mortality",103
"Fairfield County","09001","2003-2005","All","Fetal","Number","Fetal Mortality",217
"Fairfield County","09001","2003-2005","All","Fetal","Rate","Fetal Mortality",6.1
"Fairfield County","09001","2003-2005","All","Infant","Number","Fetal Mortality",142
"Fairfield County","09001","2003-2005","All","Infant","Rate","Fetal Mortality",4
"Fairfield County","09001","2003-2005","All","Neonatal","Number","Fetal Mortality",97
"Fairfield County","09001","2003-2005","All","Neonatal","Rate","Fetal Mortality",2.7
"Fairfield County","09001","2003-2005","All","Postneonatal","Number","Fetal Mortality",45
"Fairfield County","09001","2003-2005","All","Postneonatal","Rate","Fetal Mortality",1.3
"Fairfield County","09001","2003-2005","Black or African American","Fetal","Number","Fetal Mortality",61
"Fairfield County","09001","2003-2005","Black or African American","Infant","Number","Fetal Mortality",44
"Fairfield County","09001","2003-2005","Hispanic or Latino","Fetal","Number","Fetal Mortality",59
"Fairfield County","09001","2003-2005","Hispanic or Latino","Infant","Number","Fetal Mortality",40
"Fairfield County","09001","2003-2005","Other","Fetal","Number","Fetal Mortality",15
"Fairfield County","09001","2003-2005","Other","Infant","Number","Fetal Mortality",-9999
"Fairfield County","09001","2003-2005","White","Fetal","Number","Fetal Mortality",139
"Fairfield County","09001","2003-2005","White","Infant","Number","Fetal Mortality",88
"Fairfield County","09001","2004-2006","All","Fetal","Number","Fetal Mortality",197
"Fairfield County","09001","2004-2006","All","Fetal","Rate","Fetal Mortality",5.6
"Fairfield County","09001","2004-2006","All","Infant","Number","Fetal Mortality",149
"Fairfield County","09001","2004-2006","All","Infant","Rate","Fetal Mortality",4.2
"Fairfield County","09001","2004-2006","All","Neonatal","Number","Fetal Mortality",112
"Fairfield County","09001","2004-2006","All","Neonatal","Rate","Fetal Mortality",3.2
"Fairfield County","09001","2004-2006","All","Postneonatal","Number","Fetal Mortality",37
"Fairfield County","09001","2004-2006","All","Postneonatal","Rate","Fetal Mortality",1.1
"Fairfield County","09001","2004-2006","Black or African American","Fetal","Number","Fetal Mortality",49
"Fairfield County","09001","2004-2006","Black or African American","Infant","Number","Fetal Mortality",43
"Fairfield County","09001","2004-2006","Hispanic or Latino","Fetal","Number","Fetal Mortality",54
"Fairfield County","09001","2004-2006","Hispanic or Latino","Infant","Number","Fetal Mortality",47
"Fairfield County","09001","2004-2006","Other","Fetal","Number","Fetal Mortality",16
"Fairfield County","09001","2004-2006","Other","Infant","Number","Fetal Mortality",6
"Fairfield County","09001","2004-2006","White","Fetal","Number","Fetal Mortality",131
"Fairfield County","09001","2004-2006","White","Infant","Number","Fetal Mortality",91
"Fairfield County","09001","2005-2007","All","Fetal","Number","Fetal Mortality",177
"Fairfield County","09001","2005-2007","All","Fetal","Rate","Fetal Mortality",5.1
"Fairfield County","09001","2005-2007","All","Infant","Number","Fetal Mortality",164
"Fairfield County","09001","2005-2007","All","Infant","Rate","Fetal Mortality",4.7
"Fairfield County","09001","2005-2007","All","Neonatal","Number","Fetal Mortality",122
"Fairfield County","09001","2005-2007","All","Neonatal","Rate","Fetal Mortality",3.5
"Fairfield County","09001","2005-2007","All","Postneonatal","Number","Fetal Mortality",42
"Fairfield County","09001","2005-2007","All","Postneonatal","Rate","Fetal Mortality",1.2
"Fairfield County","09001","2005-2007","Black or African American","Fetal","Number","Fetal Mortality",42
"Fairfield County","09001","2005-2007","Black or African American","Infant","Number","Fetal Mortality",45
"Fairfield County","09001","2005-2007","Hispanic or Latino","Fetal","Number","Fetal Mortality",48
"Fairfield County","09001","2005-2007","Hispanic or Latino","Infant","Number","Fetal Mortality",53
"Fairfield County","09001","2005-2007","Other","Fetal","Number","Fetal Mortality",13
"Fairfield County","09001","2005-2007","Other","Infant","Number","Fetal Mortality",8
"Fairfield County","09001","2005-2007","White","Fetal","Number","Fetal Mortality",119
"Fairfield County","09001","2005-2007","White","Infant","Number","Fetal Mortality",100
"Fairfield County","09001","2006-2008","All","Fetal","Number","Fetal Mortality",151
"Fairfield County","09001","2006-2008","All","Fetal","Rate","Fetal Mortality",4.4
"Fairfield County","09001","2006-2008","All","Infant","Number","Fetal Mortality",160
"Fairfield County","09001","2006-2008","All","Infant","Rate","Fetal Mortality",4.7
"Fairfield County","09001","2006-2008","All","Neonatal","Number","Fetal Mortality",123
"Fairfield County","09001","2006-2008","All","Neonatal","Rate","Fetal Mortality",3.6
"Fairfield County","09001","2006-2008","All","Postneonatal","Number","Fetal Mortality",37
"Fairfield County","09001","2006-2008","All","Postneonatal","Rate","Fetal Mortality",1.1
"Fairfield County","09001","2006-2008","Black or African American","Fetal","Number","Fetal Mortality",36
"Fairfield County","09001","2006-2008","Black or African American","Infant","Number","Fetal Mortality",48
"Fairfield County","09001","2006-2008","Hispanic or Latino","Fetal","Number","Fetal Mortality",44
"Fairfield County","09001","2006-2008","Hispanic or Latino","Infant","Number","Fetal Mortality",40
"Fairfield County","09001","2006-2008","Other","Fetal","Number","Fetal Mortality",9
"Fairfield County","09001","2006-2008","Other","Infant","Number","Fetal Mortality",12
"Fairfield County","09001","2006-2008","White","Fetal","Number","Fetal Mortality",103
"Fairfield County","09001","2006-2008","White","Infant","Number","Fetal Mortality",90
"Fairfield County","09001","2007-2009","All","Fetal","Number","Fetal Mortality",145
"Fairfield County","09001","2007-2009","All","Fetal","Rate","Fetal Mortality",4.3
"Fairfield County","09001","2007-2009","All","Infant","Number","Fetal Mortality",152
"Fairfield County","09001","2007-2009","All","Infant","Rate","Fetal Mortality",4.6
